SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
28,10:51:44,3/25/2025,Petals MtDiablo,Shea Nolan,,12,A,top,-0.008076,2.544357,-0.008101,-0.137882,1.871664,1.876555,3.507504,1.63584,18.992891,18.943392,35.499969,0.441786,7.5,49.34,49.47,27.99,26.66,26.66,98.8,120.7,119.3,1.2,89,3.765,10:45:40,3/25/2025,0.15,1,0.003,0.003,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.497409,2.508179,1.360346,0.84221,0.242129,-0.017012,0.310417,0.183816,36.756992,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
29,10:57:17,3/25/2025,Petals MtDiablo,Shea Nolan,,13,A,bottom,0.017446,2.5437,0.017327,0.299191,1.912432,1.90182,3.57095,1.658518,19.250803,19.358212,36.146236,0.441786,7.5,51.31,51.03,27.69,26.96,26.96,98.79,120.7,119.4,1,698,3.761,10:45:40,3/25/2025,0.15,1,0,-0.005,-9999,0.003,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.499702,2.511091,1.359953,0.842493,0.245046,-0.009805,0.326391,0.712878,36.866425,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
30,10:57:48,3/25/2025,Petals MtDiablo,Shea Nolan,,13,A,top,0.013236,2.539,0.013167,0.251972,1.899956,1.890991,3.736557,1.836601,19.14143,19.232172,37.823044,0.441786,7.5,50.98,50.74,27.69,27.73,27.73,98.79,120.3,119.3,0.9,1605,3.761,10:57:30,3/25/2025,0.17,1,-0.001,0,0.014,0.001,-0.003,-0.004,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.49929,2.510574,1.357154,0.842112,0.245048,-0.000624,0.327742,1.500098,36.82959,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
31,11:02:59,3/25/2025,Petals MtDiablo,Shea Nolan,,14,A,bottom,-0.024632,2.540468,-0.024873,-0.068751,2.090945,2.093385,2.357956,0.267011,21.182531,21.157845,23.859673,0.441786,7.5,54.7,54.77,28.12,20.08,20.08,98.83,120.4,-23,119.1,957,3.758,10:57:30,3/25/2025,0.17,1,-0.001,-0.001,-0.013,0.002,0.004,0.006,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.504886,2.515797,1.358027,0.56013,0.240868,-0.093214,0.344633,0.937419,37.258743,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
32,11:03:19,3/25/2025,Petals MtDiablo,Shea Nolan,,14,A,top,-0.003398,2.542003,-0.003403,-0.064982,2.06053,2.062835,3.890673,1.830142,20.87525,20.851931,39.372406,0.441786,7.5,53.8,53.86,28.16,28.43,28.43,98.82,120.5,119.5,0.9,1112,3.757,10:57:30,3/25/2025,0.17,1,0.007,0.004,-0.013,0,0.002,0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.503596,2.514498,1.358941,0.842587,0.24054,0.002041,0.345499,1.071845,37.279129,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
33,11:04:19,3/25/2025,Petals MtDiablo,Shea Nolan,,14,A,bottom,-0.010972,2.541247,-0.011019,-0.19563,2.047058,2.053999,3.749956,1.702898,20.78594,20.715696,37.948586,0.441786,7.5,53.12,53.3,28.26,27.8,27.8,98.82,120.5,119.3,0.9,163,3.756,10:57:30,3/25/2025,0.17,1,-0.004,-0.003,0.017,-0.002,-0.001,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.502779,2.513501,1.358491,0.842307,0.239535,-0.006789,0.347506,0.248638,37.314178,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
34,11:04:43,3/25/2025,Petals MtDiablo,Shea Nolan,,14,A,top,0.000908,2.542692,0.000908,0.01741,2.021669,2.021052,3.860721,1.839051,20.452938,20.459187,39.070286,0.441786,7.5,52.44,52.42,28.27,28.3,28.3,98.81,120.6,119.2,1.1,166,3.756,10:57:30,3/25/2025,0.17,1,0.003,-0.001,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.501533,2.512522,1.359352,0.842059,0.239462,-0.000917,0.348441,0.251061,37.312389,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
1,11:41:52,3/25/2025,Petals MtDiablo,Shea Nolan,,15,A,bottom,0.033214,2.538461,0.032785,1.034966,2.453648,2.417026,5.447448,2.9938,24.467173,24.837891,55.14365,0.441786,7.5,51.44,50.67,31.98,34.35,34.35,98.79,120.3,119.2,0.9,1577,3.761,11:40:17,3/25/2025,0.25,1,0.002,0.002,-0.015,-0.015,-0.026,-0.051,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.498137,2.510076,1.356834,0.841898,0.206881,0.028329,0.154163,1.476429,55.479527,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
2,11:42:13,3/25/2025,Petals MtDiablo,Shea Nolan,,15,A,top,-0.001036,2.54214,-0.001036,-0.027141,2.32653,2.327489,4.820817,2.494287,23.560263,23.55055,48.799248,0.441786,7.5,48.67,48.69,32.02,32.17,32.17,98.79,120.6,118.9,1.4,825,3.761,11:40:17,3/25/2025,0.25,1,0.004,0.005,0.001,-0.011,-0.02,-0.044,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495327,2.506109,1.359023,0.8412,0.206589,0.000472,0.156326,0.8227,55.016754,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
3,11:48:08,3/25/2025,Petals MtDiablo,Shea Nolan,,16,A,bottom,0.011535,2.542675,0.011483,0.293724,2.147919,2.137519,4.589135,2.441216,21.633984,21.739243,46.446968,0.441786,7.5,45.62,45.4,31.75,31.3,31.3,98.8,120.6,119.3,1.1,1775,3.753,11:40:17,3/25/2025,0.25,1,-0.001,-0.004,0.011,-0.002,-0.002,-0.008,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490693,2.501768,1.359342,0.842189,0.208765,-0.006951,0.188825,1.648189,51.663994,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
4,11:48:33,3/25/2025,Petals MtDiablo,Shea Nolan,,16,A,top,0.00414,2.543548,0.004133,0.115117,2.184586,2.180514,4.838397,2.653811,22.070702,22.111917,48.97324,0.441786,7.5,46.42,46.33,31.74,32.23,32.23,98.8,120.7,119,1.4,834,3.753,11:40:17,3/25/2025,0.25,1,-0.001,0,-9999,-0.004,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492026,2.502922,1.359863,0.841528,0.208818,0.00467,0.190984,0.831218,51.533463,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
5,11:49:33,3/25/2025,Petals MtDiablo,Shea Nolan,,17,A,bottom,-0.010435,2.540607,-0.010478,-0.373656,2.261772,2.275005,5.644422,3.38265,23.024847,22.890924,57.126019,0.441786,7.5,48.25,48.53,31.67,34.99,34.99,98.81,120.4,119.2,1.1,1821,3.752,11:40:17,3/25/2025,0.25,1,0.004,0.003,-0.006,-0.001,-0.003,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495179,2.505579,1.35811,0.841905,0.209394,0.040363,0.195782,1.687489,51.123978,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
6,11:49:54,3/25/2025,Petals MtDiablo,Shea Nolan,,17,A,top,0.006398,2.542886,0.006382,0.230557,2.0956,2.087433,5.527292,3.431693,21.127491,21.210148,55.94326,0.441786,7.5,44.78,44.6,31.64,34.61,34.61,98.8,120.6,119,1.3,1956,3.751,11:40:17,3/25/2025,0.25,1,0.001,-0.004,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489577,2.500572,1.359467,0.841504,0.209641,0.035889,0.197481,1.804805,51.044941,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
7,11:54:52,3/25/2025,Petals MtDiablo,Shea Nolan,,18,A,bottom,0.005965,2.542841,0.005951,0.169088,2.011773,2.005779,4.722923,2.711151,20.303974,20.364647,47.808914,0.441786,7.5,45.18,45.04,30.77,31.81,31.81,98.79,120.6,119.1,1.3,1523,3.748,11:40:17,3/25/2025,0.25,1,0.001,0.001,-9999,0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490407,2.501348,1.359441,0.841736,0.216957,0.011403,0.219521,1.429461,49.601196,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
8,11:56:02,3/25/2025,Petals MtDiablo,Shea Nolan,,18,A,top,0.015435,2.541281,0.015342,0.543645,2.097656,2.078382,5.464302,3.366646,21.038277,21.233374,55.312016,0.441786,7.5,47.13,46.7,30.76,34.4,34.4,98.79,120.5,119.2,1.1,2088,3.748,11:55:05,3/25/2025,0.42,1,0.003,0.003,-9999,0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492787,2.503937,1.358511,0.841928,0.217045,0.044247,0.225203,1.920056,49.36874,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
9,11:58:53,3/25/2025,Petals MtDiablo,Shea Nolan,,19,A,bottom,0.096755,2.541343,0.093207,2.16626,2.134402,2.057647,4.354672,2.22027,20.831652,21.608727,44.086788,0.441786,7.5,47.61,45.9,30.89,30.38,30.38,98.78,120.5,119.2,1.1,1323,3.745,11:55:05,3/25/2025,0.42,1,-0.006,-0.003,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491609,2.504596,1.358548,0.841875,0.215956,-0.007566,0.238437,1.255902,48.931004,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
10,11:59:30,3/25/2025,Petals MtDiablo,Shea Nolan,,19,A,top,0.03243,2.540341,0.032022,0.835058,2.218234,2.188654,4.703705,2.485471,22.15904,22.458521,47.622696,0.441786,7.5,49.22,48.57,30.98,31.73,31.73,98.77,120.4,119.3,1,728,3.745,11:55:05,3/25/2025,0.42,1,-0.001,-0.005,-9999,0,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495396,2.506896,1.357951,0.842101,0.215176,0.007929,0.241083,0.738576,48.815845,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
11,12:01:57,3/25/2025,Petals MtDiablo,Shea Nolan,,20,A,bottom,0.008359,2.540886,0.008331,0.195048,2.153139,2.146227,4.389137,2.235998,21.727453,21.797428,44.433681,0.441786,7.5,47.61,47.46,31.04,30.52,30.52,98.78,120.5,119.1,1.1,1110,3.743,11:55:05,3/25/2025,0.42,1,0.003,0.001,-9999,-0.004,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.493804,2.504562,1.358276,0.841845,0.21466,-0.007767,0.250571,1.070226,48.393845,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
12,12:02:16,3/25/2025,Petals MtDiablo,Shea Nolan,,20,A,top,0.001801,2.540652,0.001799,0.043218,2.120957,2.119425,4.414882,2.293925,21.455961,21.471472,44.693977,0.441786,7.5,46.92,46.89,31.03,30.62,30.62,98.78,120.4,119.2,1,1650,3.742,11:55:05,3/25/2025,0.42,1,-0.006,-0.004,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492995,2.503572,1.358137,0.842001,0.214739,-0.006403,0.251923,1.539378,48.335552,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
13,12:07:50,3/25/2025,Petals MtDiablo,Shea Nolan,,21,A,bottom,0.00321,2.542906,0.003206,0.107571,1.979531,1.975718,5.173011,3.19348,20.00489,20.043501,52.378693,0.441786,7.5,41.03,40.95,32.18,33.42,33.42,98.76,120.6,118.9,1.4,1950,3.739,11:55:05,3/25/2025,0.42,1,-0.004,-0.005,-9999,-0.003,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484184,2.494727,1.359479,0.841375,0.20527,0.01411,0.271195,1.800229,47.191502,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
14,12:08:28,3/25/2025,Petals MtDiablo,Shea Nolan,,21,A,top,-0.009823,2.539727,-0.009861,-0.269999,2.105449,2.115027,4.716235,2.610786,21.415232,21.318249,47.753178,0.441786,7.5,43.51,43.71,32.23,31.78,31.78,98.76,120.4,119.1,1.1,1395,3.739,12:08:02,3/25/2025,0.15,1,0,0,-9999,0.004,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488161,2.498743,1.357587,0.841703,0.204855,-0.007003,0.273612,1.318264,47.101021,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
15,12:10:44,3/25/2025,Petals MtDiablo,Shea Nolan,,22,A,bottom,-0.002608,2.539001,-0.00261,-0.091098,2.081687,2.084921,5.397647,3.315959,21.112642,21.079899,54.65847,0.441786,7.5,43.12,43.19,32.19,34.18,34.18,98.75,120.3,119.3,0.8,1783,3.737,12:08:02,3/25/2025,0.15,1,0,-0.002,-9999,-0.005,-0.008,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487416,2.498179,1.357154,0.842239,0.205179,0.023598,0.281847,1.654642,46.690105,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
16,12:11:09,3/25/2025,Petals MtDiablo,Shea Nolan,,22,A,top,0.006136,2.540124,0.006121,0.175754,2.102618,2.096385,4.838284,2.735667,21.230024,21.29314,48.99715,0.441786,7.5,43.6,43.47,32.18,32.23,32.23,98.75,120.4,119.1,1.1,157,3.736,12:08:02,3/25/2025,0.15,1,0,0.002,-9999,-0.003,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48782,2.498874,1.357823,0.841728,0.205312,-0.000701,0.283214,0.242725,46.656132,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
17,12:13:30,3/25/2025,Petals MtDiablo,Shea Nolan,,23,A,bottom,-0.006015,2.540077,-0.006029,-0.198488,2.172102,2.179138,5.300949,3.128847,22.060411,21.98918,53.663921,0.441786,7.5,45.04,45.19,32.17,33.86,33.86,98.78,120.4,118.9,1.2,2001,3.735,12:08:02,3/25/2025,0.15,1,0,0.001,-9999,0.005,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490294,2.500977,1.357795,0.841261,0.205332,0.019723,0.290819,1.84426,46.28706,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
18,12:13:57,3/25/2025,Petals MtDiablo,Shea Nolan,,23,A,top,0.003869,2.542176,0.003863,0.129593,2.337268,2.332688,5.51964,3.182372,23.614447,23.66081,55.876842,0.441786,7.5,48.41,48.32,32.19,34.58,34.58,98.78,120.6,119.1,1.2,1501,3.735,12:08:02,3/25/2025,0.15,1,0.004,-0.002,-9999,-0.004,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.494754,2.505836,1.359044,0.841668,0.205172,0.028705,0.292617,1.410449,46.230553,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
19,12:16:54,3/25/2025,Petals MtDiablo,Shea Nolan,,24,A,bottom,-0.003849,2.542084,-0.003855,-0.106917,2.391752,2.395529,5.028703,2.636951,24.249678,24.211447,50.90501,0.441786,7.5,48.93,49.01,32.41,32.92,32.92,98.79,120.6,119.2,1.1,1531,3.733,12:08:02,3/25/2025,0.15,1,0.001,-0.001,0.009,-0.003,0.001,-0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495682,2.506529,1.358989,0.841955,0.203416,0.004888,0.302708,1.435726,45.963764,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
20,12:17:55,3/25/2025,Petals MtDiablo,Shea Nolan,,24,A,top,-0.006144,2.541964,-0.006159,-0.179926,2.226852,2.233219,5.006698,2.779845,22.609264,22.544809,50.688164,0.441786,7.5,45.25,45.38,32.53,32.84,32.84,98.77,120.5,118.8,1.4,839,3.732,12:08:02,3/25/2025,0.15,1,0.002,-0.001,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490484,2.501196,1.358918,0.841046,0.20246,0.002412,0.306487,0.835378,45.921562,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
21,12:18:49,3/25/2025,Petals MtDiablo,Shea Nolan,,24,A,top,0.01222,2.540618,0.012161,0.453837,2.327523,2.311468,5.86074,3.533217,23.402349,23.564899,59.336792,0.441786,7.5,46.96,46.64,32.66,35.67,35.67,98.77,120.4,119.2,1,1858,3.732,12:18:31,3/25/2025,0.23,1,0.002,0.005,-0.003,-0.004,-0.01,-0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492249,2.50352,1.358116,0.841992,0.201459,0.036776,0.309426,1.720195,45.837879,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
22,12:21:57,3/25/2025,Petals MtDiablo,Shea Nolan,,25,A,bottom,0.004152,2.540969,0.004145,0.11532,2.457164,2.45309,5.100141,2.642977,24.834507,24.875746,51.632618,0.441786,7.5,49.27,49.19,32.77,33.17,33.17,98.78,120.5,119.1,1.1,1724,3.729,12:18:31,3/25/2025,0.23,1,0.002,0.002,-0.009,-0.005,0.001,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495847,2.50681,1.358325,0.841751,0.200588,0.003567,0.318664,1.603402,45.567871,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
23,12:24:11,3/25/2025,Petals MtDiablo,Shea Nolan,,25,A,top,0.006285,2.539572,0.006269,0.174219,2.26687,2.260699,4.911891,2.645021,22.888523,22.951004,49.730602,0.441786,7.5,44.77,44.65,33.04,32.5,32.5,98.77,120.4,118.8,1.3,636,3.725,12:18:31,3/25/2025,0.23,1,-0.008,-0.005,-0.015,0.001,-0.003,0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489328,2.500278,1.357494,0.841007,0.198505,-0.00813,0.325373,0.658673,45.561073,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
