SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
24,12:25:01,3/25/2025,Petals MtDiablo,Shea Nolan,,26,A,bottom,-0.00266,2.540131,-0.002663,-0.078,2.187945,2.190709,4.976655,2.78871,22.178108,22.150122,50.382217,0.441786,7.5,43.12,43.17,33.08,32.73,32.73,98.78,120.4,118.8,1.3,156,3.727,12:18:31,3/25/2025,0.23,1,-0.001,-0.004,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487196,2.497865,1.357827,0.84104,0.198197,-0.005731,0.327352,0.242546,45.432327,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
25,12:25:36,3/25/2025,Petals MtDiablo,Shea Nolan,,26,A,top,0.003295,2.539192,0.00329,0.083277,2.453126,2.450181,4.86056,2.407434,24.804108,24.833923,49.205288,0.441786,7.5,48.44,48.39,33.04,32.31,32.31,98.78,120.3,119,1.1,180,3.727,12:18:31,3/25/2025,0.23,1,0.007,0.005,-0.004,-0.003,-0.007,-0.009,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.494648,2.505566,1.357268,0.841479,0.198477,-0.01049,0.328753,0.262939,45.307518,0.00014,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
26,12:28:00,3/25/2025,Petals MtDiablo,Shea Nolan,,27,A,bottom,-0.005661,2.539062,-0.005674,-0.161691,2.30078,2.306507,5.011173,2.710393,23.35437,23.296385,50.740276,0.441786,7.5,45.29,45.4,33.1,32.86,32.86,98.76,120.3,119.3,0.9,1874,3.725,12:18:31,3/25/2025,0.23,1,0.005,0.003,-9999,-0.001,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490382,2.501005,1.357191,0.842127,0.198025,-0.004475,0.336149,1.73351,45.152664,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
27,12:28:38,3/25/2025,Petals MtDiablo,Shea Nolan,,27,A,top,-0.000916,2.539088,-0.000916,-0.032463,2.4415,2.442648,5.794786,3.353286,24.732042,24.720417,58.67276,0.441786,7.5,47.98,48,33.13,35.46,35.46,98.76,120.3,118.9,1.2,1584,3.724,12:18:31,3/25/2025,0.23,1,0.001,0.002,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.49408,2.504876,1.357207,0.841244,0.197799,0.028225,0.338168,1.482444,45.08078,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
28,12:29:55,3/25/2025,Petals MtDiablo,Shea Nolan,,27,A,top,0.011493,2.540926,0.011441,0.31517,2.174324,2.163159,4.799127,2.624803,21.901142,22.014181,48.589287,0.441786,7.5,42.91,42.69,33.05,32.09,32.09,98.77,120.5,118.7,1.4,890,3.724,12:29:40,3/25/2025,0.28,1,0.001,0.001,-9999,0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486505,2.497496,1.358299,0.840904,0.198386,-0.013429,0.341617,0.879739,45.086502,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
29,12:32:40,3/25/2025,Petals MtDiablo,Shea Nolan,,28,A,bottom,0.001586,2.537591,0.001585,0.041982,2.17784,2.176349,4.703986,2.526146,22.03145,22.046539,47.619022,0.441786,7.5,42.48,42.45,33.26,31.74,31.74,98.78,120.2,118.9,1,1125,3.722,12:29:40,3/25/2025,0.28,1,0.001,0.002,-9999,0.005,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48612,2.496829,1.356318,0.841383,0.196789,-0.020393,0.348172,1.083555,44.867992,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
30,12:33:01,3/25/2025,Petals MtDiablo,Shea Nolan,,28,A,top,0.026269,2.541739,0.026,0.7735,2.195951,2.168566,5.02728,2.831329,21.952772,22.229994,50.892033,0.441786,7.5,42.78,42.24,33.28,32.91,32.91,98.78,120.5,119,1.3,767,3.722,12:29:40,3/25/2025,0.28,1,0.003,-0.001,-9999,-0.001,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485812,2.497253,1.358784,0.841391,0.196602,-0.006079,0.349005,0.772597,44.826866,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
31,12:35:54,3/25/2025,Petals MtDiablo,Shea Nolan,,29,A,bottom,-0.000365,2.539278,-0.000365,-0.010393,2.381939,2.382307,5.085763,2.703824,24.114008,24.110283,51.478725,0.441786,7.5,45.54,45.55,33.62,33.12,33.12,98.79,120.3,118.9,1.2,1724,3.72,12:29:40,3/25/2025,0.28,1,0.005,0,-0.014,-0.003,-0.001,-0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490477,2.501188,1.357319,0.841161,0.194056,-0.0077,0.355522,1.603271,44.577957,0.00014,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
32,12:36:22,3/25/2025,Petals MtDiablo,Shea Nolan,,29,A,top,0.006331,2.540374,0.006315,0.203608,2.305071,2.297863,5.366502,3.061432,23.259434,23.332388,54.320812,0.441786,7.5,44.02,43.88,33.64,34.08,34.08,98.79,120.4,118.9,1.3,1900,3.72,12:29:40,3/25/2025,0.28,1,-0.002,0,-9999,0.004,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488084,2.498977,1.357971,0.84129,0.193888,0.004112,0.356934,1.756215,44.596195,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
33,12:39:01,3/25/2025,Petals MtDiablo,Shea Nolan,,30,A,bottom,-0.001493,2.5399,-0.001494,-0.044039,2.509966,2.511522,5.306508,2.796542,25.428625,25.412874,53.727268,0.441786,7.5,47.76,47.79,33.71,33.88,33.88,98.77,120.4,119.2,1,1590,3.718,12:29:40,3/25/2025,0.28,1,-0.004,-0.005,-9999,-0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.49364,2.504357,1.357689,0.841996,0.193397,0.000745,0.363796,1.487748,44.414879,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
34,12:39:30,3/25/2025,Petals MtDiablo,Shea Nolan,,30,A,top,0.029683,2.541112,0.02934,0.879416,2.385412,2.35433,5.231698,2.846287,23.836487,24.151175,52.968494,0.441786,7.5,45.21,44.62,33.77,33.62,33.62,98.77,120.5,119,1.2,1401,3.718,12:29:40,3/25/2025,0.28,1,-0.003,-0.002,-9999,-0.001,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489121,2.500679,1.35841,0.841617,0.192884,-0.003318,0.364917,1.323212,44.378399,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
35,12:42:17,3/25/2025,Petals MtDiablo,Shea Nolan,,31,A,bottom,-0.003873,2.540345,-0.003879,-0.122536,2.312257,2.316592,5.311301,2.999044,23.458805,23.414902,53.784504,0.441786,7.5,42.45,42.53,34.35,33.89,33.89,98.75,120.4,118.9,1.2,1126,3.716,12:29:40,3/25/2025,0.28,1,-0.003,-0.001,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485987,2.496544,1.357954,0.841371,0.188624,-0.007158,0.37014,1.084353,44.1978,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
36,12:42:54,3/25/2025,Petals MtDiablo,Shea Nolan,,31,A,top,0.01892,2.542628,0.01878,0.592694,2.292221,2.271278,5.289023,2.996802,23.000689,23.212776,53.560673,0.441786,7.5,41.96,41.58,34.4,33.82,33.82,98.75,120.6,118.7,1.6,1160,3.715,12:42:32,3/25/2025,0.49,1,0.002,0.001,-9999,0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484606,2.495518,1.359314,0.840789,0.188245,-0.008763,0.371716,1.114083,44.083714,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
37,12:45:58,3/25/2025,Petals MtDiablo,Shea Nolan,,32,A,bottom,0.009627,2.540175,0.00959,0.398003,2.271929,2.257841,6.194252,3.922323,22.864902,23.007576,62.728508,0.441786,7.5,41.39,41.14,34.48,36.68,36.68,98.75,120.4,118.8,1.4,2007,3.713,12:42:32,3/25/2025,0.49,1,-0.005,-0.001,0.014,0.004,-0.003,-0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483952,2.494672,1.357853,0.840919,0.187624,0.026768,0.378541,1.849579,43.892025,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
38,12:46:13,3/25/2025,Petals MtDiablo,Shea Nolan,,32,A,top,0.000796,2.541788,0.000795,0.032349,2.306403,2.305259,6.150687,3.844284,23.345758,23.35734,62.289062,0.441786,7.5,42.02,42,34.48,36.55,36.55,98.74,120.5,118.7,1.5,2034,3.713,12:42:32,3/25/2025,0.49,1,-0.001,-0.005,-9999,0.003,0.008,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485193,2.495584,1.358813,0.840871,0.187615,0.025075,0.378999,1.87252,43.878792,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
39,12:50:27,3/25/2025,Petals MtDiablo,Shea Nolan,,33,A,bottom,0.014793,2.541509,0.014707,0.599679,2.286409,2.265206,6.140261,3.853853,22.943151,23.157904,62.191669,0.441786,7.5,41.44,41.05,34.58,36.52,36.52,98.73,120.5,119,1.3,1883,3.711,12:42:32,3/25/2025,0.49,1,-0.003,-0.001,-9999,-0.003,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483812,2.494717,1.358647,0.841406,0.186932,0.023479,0.388294,1.741864,43.588757,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
40,12:50:47,3/25/2025,Petals MtDiablo,Shea Nolan,,33,A,top,0.008732,2.542256,0.008702,0.337581,2.353355,2.341434,6.020626,3.66727,23.716795,23.837543,60.983955,0.441786,7.5,42.65,42.44,34.58,36.16,36.16,98.72,120.6,118.9,1.4,1258,3.71,12:42:32,3/25/2025,0.49,1,0,-0.005,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485805,2.496489,1.359092,0.841151,0.186939,0.018841,0.389063,1.199,43.551208,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
41,12:53:27,3/25/2025,Petals MtDiablo,Shea Nolan,,34,A,bottom,0.018806,2.543805,0.018668,0.605999,2.196635,2.175221,5.280218,3.083583,22.032633,22.249531,53.48288,0.441786,7.5,40.54,40.15,34.25,33.79,33.79,98.73,120.7,119.2,1.3,1384,3.709,12:42:32,3/25/2025,0.49,1,0,0.003,-9999,-0.002,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482569,2.493474,1.360016,0.84187,0.189326,-0.007275,0.393757,1.30887,43.313385,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
42,12:53:53,3/25/2025,Petals MtDiablo,Shea Nolan,,34,A,top,0.019871,2.540078,0.019717,0.681138,2.257268,2.233156,5.533405,3.276137,22.618765,22.862986,56.045696,0.441786,7.5,41.68,41.24,34.24,34.63,34.63,98.73,120.4,118.8,1.3,946,3.708,12:53:39,3/25/2025,0.29,1,0.005,0,-9999,0.002,0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484151,2.495445,1.357795,0.840975,0.1894,0.003503,0.394766,0.928461,43.280838,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
43,12:57:24,3/25/2025,Petals MtDiablo,Shea Nolan,,35,A,bottom,0.121286,2.541661,0.115762,3.151154,2.201735,2.090266,4.793326,2.591591,21.177275,22.306612,48.563007,0.441786,7.5,41.99,39.86,33.66,32.07,32.07,98.7,120.5,119.1,1.2,214,3.706,12:53:39,3/25/2025,0.29,1,0,-0.003,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482284,2.496016,1.358737,0.841633,0.193713,-0.021358,0.40075,0.292648,42.919636,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
44,12:57:47,3/25/2025,Petals MtDiablo,Shea Nolan,,35,A,top,0.013593,2.544487,0.013521,0.398418,2.285107,2.271051,5.084929,2.799822,23.009518,23.151924,51.518776,0.441786,7.5,43.75,43.48,33.59,33.12,33.12,98.7,120.7,119.1,1.4,152,3.706,12:53:39,3/25/2025,0.29,1,0,0,0.007,0.004,0.001,0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487525,2.498596,1.360423,0.841632,0.194247,-0.00742,0.401531,0.238572,42.906044,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
45,13:01:00,3/25/2025,Petals MtDiablo,Shea Nolan,,36,A,bottom,-0.005893,2.541833,-0.005907,-0.191042,2.249629,2.256384,5.320117,3.070487,22.856522,22.788095,53.891251,0.441786,7.5,43.19,43.32,33.55,33.92,33.92,98.72,120.5,119.2,1.1,1170,3.704,12:53:39,3/25/2025,0.29,1,-0.004,0.002,-0.01,0.001,-0.001,-0.008,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487296,2.497785,1.35884,0.841964,0.194604,0.003335,0.409887,1.122819,42.885303,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
46,13:01:24,3/25/2025,Petals MtDiablo,Shea Nolan,,36,A,top,0.012926,2.541391,0.01286,0.38601,2.272904,2.259254,5.12502,2.852116,22.885187,23.023451,51.914051,0.441786,7.5,43.64,43.37,33.54,33.26,33.26,98.72,120.5,119,1.2,428,3.704,12:53:39,3/25/2025,0.29,1,0.003,-0.002,0.009,-0.001,-0.001,-0.005,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48738,2.498439,1.358576,0.841589,0.194614,-0.005057,0.410681,0.478671,42.865635,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
47,13:04:05,3/25/2025,Petals MtDiablo,Shea Nolan,,37,A,bottom,0.009971,2.543737,0.009932,0.32052,2.1614,2.150068,5.228767,3.067367,21.774326,21.889091,52.953163,0.441786,7.5,40.83,40.62,33.83,33.61,33.61,98.74,120.7,118.9,1.5,1364,3.701,12:53:39,3/25/2025,0.29,1,-0.003,-0.004,0.008,-0.006,-0.009,-0.013,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48334,2.494285,1.359975,0.841152,0.192432,-0.004203,0.416883,1.29101,42.682884,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
48,13:04:35,3/25/2025,Petals MtDiablo,Shea Nolan,,37,A,top,-0.001222,2.544477,-0.001222,-0.035423,2.490902,2.49215,5.240579,2.749677,25.23741,25.224775,53.070095,0.441786,7.5,46.95,46.97,33.87,33.65,33.65,98.75,120.7,119.1,1.3,556,3.701,13:04:17,3/25/2025,0.2,1,0.001,0.001,-9999,0.002,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492444,2.503278,1.360417,0.841829,0.192126,-0.00421,0.417632,0.589342,42.68718,0.00014,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
49,13:07:10,3/25/2025,Petals MtDiablo,Shea Nolan,,38,A,bottom,-0.001137,2.543616,-0.001137,-0.036946,2.362876,2.36418,5.443814,3.080937,23.940823,23.92762,55.126671,0.441786,7.5,43.91,43.94,34.13,34.34,34.34,98.75,120.7,118.8,1.5,1877,3.699,13:04:17,3/25/2025,0.2,1,-0.001,-0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48806,2.498844,1.359903,0.84107,0.190252,0.001231,0.422669,1.736753,42.629601,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
50,13:07:30,3/25/2025,Petals MtDiablo,Shea Nolan,,38,A,top,0.008152,2.543207,0.008126,0.331429,2.334037,2.322335,6.188117,3.854079,23.517197,23.635698,62.66415,0.441786,7.5,43.37,43.15,34.13,36.66,36.66,98.75,120.6,119,1.3,1830,3.699,13:04:17,3/25/2025,0.2,1,0.001,-0.004,0.004,-0.005,-0.008,-0.008,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486935,2.498056,1.359659,0.841563,0.190232,0.031044,0.423401,1.695622,42.611004,0.000139,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
51,13:10:14,3/25/2025,Petals MtDiablo,Shea Nolan,,39,A,bottom,-0.002133,2.543285,-0.002135,-0.073254,2.230705,2.233294,5.486747,3.256042,22.616037,22.589819,55.562977,0.441786,7.5,40.97,41.01,34.34,34.48,34.48,98.75,120.6,118.9,1.4,1763,3.698,13:04:17,3/25/2025,0.2,1,0.001,0,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483808,2.494508,1.359706,0.841332,0.188674,0.000315,0.428829,1.637104,42.699337,0.000142,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
52,13:10:40,3/25/2025,Petals MtDiablo,Shea Nolan,,39,A,top,0.003626,2.538794,0.003621,0.134948,2.380077,2.375301,5.906148,3.526072,24.054409,24.102774,59.810913,0.441786,7.5,43.67,43.58,34.36,35.81,35.81,98.75,120.3,119.1,1,1121,3.697,13:04:17,3/25/2025,0.2,1,0.001,-0.003,-9999,-0.005,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487492,2.498433,1.357032,0.841681,0.188541,0.017121,0.429843,1.079788,42.661072,0.000138,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
53,13:13:59,3/25/2025,Petals MtDiablo,Shea Nolan,,40,A,bottom,-0.000306,2.540139,-0.000306,-0.011871,2.044465,2.044886,5.72621,3.681745,20.711168,20.706903,57.996624,0.441786,7.5,37.38,37.39,34.42,35.25,35.25,98.73,120.4,118.7,1.4,1933,3.695,13:04:17,3/25/2025,0.2,1,0.002,0.001,-9999,0.004,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478516,2.489212,1.357831,0.840719,0.188085,0.009123,0.434728,1.785324,42.603134,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
54,13:14:14,3/25/2025,Petals MtDiablo,Shea Nolan,,40,A,top,-0.003715,2.543772,-0.00372,-0.126404,2.171695,2.176164,5.3977,3.226004,22.040169,21.994915,54.667866,0.441786,7.5,39.8,39.89,34.38,34.18,34.18,98.74,120.7,119,1.4,1852,3.695,13:04:17,3/25/2025,0.2,1,0,0.002,-9999,-0.003,-0.01,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482167,2.492797,1.359996,0.841398,0.188413,-0.003865,0.43488,1.714883,42.544128,0.000137,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-03-19T00:30:05.507Z
